20040928,3423.0
20040929,3399.0
20041002,3353.0
20041003,3323.0
20041004,3313.0
20041005,3289.0
20041006,3281.0
20041009,3275.0
20041010,3254.0
20041011,3253.0
20041012,3242.0
20041013,3081.0
20041016,3080.0
20041017,3077.0
20041018,3070.0
20041019,3056.0
20041020,2968.0
20041023,2957.0
20041025,2947.0
20041026,2928.0
20041027,2911.0
20041030,2906.0
20041031,2898.0
20041101,2897.0
20041102,2866.0
20041103,2868.0
20041106,2880.0
20041107,2887.0
20041108,2890.0
20041109,2898.0
20041110,2890.0
20041113,2878.0
20041115,2862.0
20041116,2868.0
20041117,2887.0
20041120,2895.0
20041121,2897.0
20041122,2884.0
20041123,2871.0
20041124,2878.0
20041127,2942.0
20041128,2965.0
20041129,3013.0
20041130,3042.0
20041201,3019.0
20041204,3010.0
20041205,3091.0
20041206,3092.0
20041207,3092.0
20041211,3089.0
20041212,3145.0
20041213,3207.0
20041214,3285.0
20041215,3354.0
20041218,3338.0
20041219,3371.0
20041220,3458.0
20041221,3449.0
20041222,3412.0
20041225,3406.0
20041226,3389.0
20041227,3340.0
20041228,3252.0
20041229,3238.0
20050101,3220.0
20050102,3165.0
20050103,3173.0
20050104,3192.0
20050105,3197.0
20050108,3193.0
20050109,3213.0
20050110,3215.0
20050111,3206.0
20050112,3201.0
20050115,3136.0
20050116,3059.0
20050117,3022.0
20050118,2976.0
20050119,2966.0
20050122,2979.0
20050123,2997.0
20050124,2984.0
20050125,2928.0
20050126,2931.0
20050130,2925.0
20050131,2844.0
20050201,2840.0
20050202,2839.0
20050205,2819.0
20050206,2785.0
20050207,2771.0
20050208,2720.0
20050209,2685.0
20050212,2686.0
20050213,2686.0
20050214,2682.0
20050215,2666.0
20050216,2658.0
20050221,2653.0
20050222,2649.0
20050223,2621.0
20050226,2626.0
20050227,2638.0
20050301,2652.0
20050302,2741.0
20050305,2854.0
20050306,2919.0
20050307,2966.0
20050308,2955.0
20050309,2952.0
20050312,2954.0
20050313,2954.0
20050314,2952.0
20050315,2962.0
20050316,2992.0
20080330,1741.0
20080402,1737.0
20080405,1731.0
20080406,1731.0
20080407,1730.0
20080408,1728.0
20080409,1719.0
20080412,1714.0
20080413,1713.0
20080414,1713.0
20080415,1713.0
20080416,1712.0
20080419,1703.0
20080420,1698.0
20080421,1694.0
20080422,1690.0
20080423,1688.0
20080426,1688.0
20080427,1686.0
20080428,1687.0
20080429,1688.0
20080430,1689.0
20080503,1689.0
20080504,1689.0
20080505,1693.0
20080506,1697.0
20080507,1717.0
20080510,1719.0
20080511,1730.0
20080512,1738.0
20080513,1735.0
20080514,1709.0
20080517,1757.0
20080518,1805.0
20080519,1805.0
20080520,1802.0
20080521,1798.0
20080524,1783.0
20080525,1787.0
20080526,1808.0
20080527,1813.0
20080528,1816.0
20080531,1817.0
20080601,1834.0
20080602,1837.0
20080608,1842.0
20080609,1861.0
20080610,1873.0
20080611,1919.0
20080614,1975.0
20080615,2034.0
20080621,1714.0
20080622,1709.0
20080623,1678.0
20080624,1678.0
20080628,1628.0
20080629,1616.0
20080630,1598.0
20080701,1587.0
20080702,1587.0
20080705,1594.0
20080706,1569.0
20080707,1558.0
20080708,1558.0
20080709,1536.0
20080712,1524.0
20080713,1524.0
20080714,1516.0
20080715,1509.0
20080719,1509.0
20080720,1506.0
20080722,1506.0
20080723,1506.0
20080726,1495.0
20080727,1493.0
20080802,1493.0
20080820,1468.0
20080823,1466.0
20080824,1464.0
20080825,1463.0
20080826,1455.0
20080827,1452.0
20080831,1452.0
20080902,1452.0
20080917,1452.0
20080921,1452.0
20080923,1452.0
20080927,1452.0
20080928,1452.0
20081004,1451.0
20081005,1451.0
20081006,1451.0
20081013,1451.0
20081019,1451.0
20081027,1451.0
20081028,1408.0
20081029,1366.0
20081101,1326.0
20081102,1287.0
20081103,1287.0
20081104,1249.0
20081105,1212.0
20081108,1235.0
20081109,1237.0
20081110,1243.0
20081111,1254.0
20081112,1281.0
20081115,1295.0
20081116,1297.0
20081117,1297.0
20081118,1314.0
20081119,1314.0
20081122,1313.0
20081123,1306.0
20081124,1306.0
20081125,1305.0
20081126,1304.0
20081129,1291.0
20081130,1285.0
20081201,1285.0
20081202,1273.0
20081203,1269.0
20081206,1270.0
20081208,1269.0
20081216,1268.0
20081222,1266.0
20081223,1265.0
20081224,1264.0
20081227,1263.0
20081228,1265.0
20081230,1264.0
20090103,1264.0
20090105,1289.0
20090110,1289.0
20090113,1289.0
20090114,1289.0
20090121,1287.0
20090124,1285.0
20090127,1285.0
20090128,1285.0
20090131,1283.0
20090204,1283.0
20090215,1283.0
20090217,1281.0
20090222,1270.0
20090223,1268.0
20090225,1267.0
20090318,1267.0
